,img_name,pitch,yaw,roll
0,image00002.jpg,-22.87423897,1.04430604,4.908885479
1,image00004.jpg,26.93274117,68.15523529,17.24366951
2,image00006.jpg,-10.57965183,50.4854126,-13.570644380000001
3,image00008.jpg,-10.04845619,17.14337349,-21.39278221
4,image00010.jpg,-50.54457855,68.64054871,-59.20797348
5,image00013.jpg,-1.536199212,0.6855652332000001,-12.64300823
6,image00014.jpg,3.272690296,6.344487667,-2.479920864
7,image00019.jpg,12.79005051,1.287639856,-0.3901248872
8,image00020.jpg,-9.785001755,21.99579811,-25.02980232
9,image00021.jpg,-1.5428698060000001,-1.39547658,-3.2578287120000002
10,image00022.jpg,13.54776573,71.62278748,9.571311951
11,image00023.jpg,-9.058602333,19.67921066,-21.86002922
12,image00026.jpg,1.839517593,25.33569908,0.22292253380000002
13,image00028.jpg,-6.475126743,4.059741974,0.37222847340000004
14,image00032.jpg,-300.0003357,-102.9590454,297.5959167
15,image00035.jpg,-25.85830498,-28.23565674,28.96844292
16,image00036.jpg,-32.78336334,67.95265198,-26.53073692
17,image00039.jpg,-0.5432847738000001,-2.549162626,3.311773539
18,image00040.jpg,-11.1470871,0.2331317514,0.2314250618
19,image00041.jpg,-6.404586315,0.7978927493,4.669691563
20,image00042.jpg,-11.00998211,-1.478917003,-7.72055006
21,image00043.jpg,-12.72171688,-5.614596844,-2.534055233
22,image00044.jpg,-5.870633125,-0.8390054703000001,-2.138810635
23,image00045.jpg,-10.27343369,-4.667913914,9.858469963
24,image00046.jpg,-15.788764950000001,-16.18259621,5.527181625
25,image00047.jpg,-2.542688847,-8.967191696,10.55864906
26,image00048.jpg,-2.023768663,3.4422879220000002,3.055180073
27,image00049.jpg,-6.121578217,2.479656696,-1.190523028
28,image00050.jpg,-4.6635556220000005,0.9390740395,5.635691643
29,image00051.jpg,-1.531530619,2.096333742,4.641216755
30,image00052.jpg,-5.694944859,-4.097454548,2.690101624
31,image00053.jpg,-4.793926239,-5.620685101,2.584615231
32,image00054.jpg,-8.579289436,-1.148209095,2.234391928
33,image00055.jpg,-5.703166485,3.220807076,-1.67634666
34,image00056.jpg,-2.571244478,0.8343935013,0.5322691202000001
35,image00057.jpg,-2.601425648,-4.622591496,4.58614397
36,image00058.jpg,-14.03765011,-4.85120821,5.081556797
37,image00059.jpg,-7.182497025,-4.768706799,6.572423458
38,image00060.jpg,0.5365774035,-6.35789299,8.328095436
39,image00061.jpg,2.244752407,-0.9776204824,0.7866204381
40,image00062.jpg,4.351408482,-1.927281141,3.171457767
41,image00063.jpg,-7.960219383,-2.140670061,0.8532719016
42,image00064.jpg,6.314107895,-0.1132016405,2.563573599
43,image00065.jpg,-7.908564091,0.13277669250000002,5.19137001
44,image00066.jpg,-8.605042458,1.309991002,10.39364529
45,image00067.jpg,-8.613956451,-19.33560944,12.30396557
46,image00070.jpg,-10.76739693,-9.401809692,14.78215313
47,image00072.jpg,16.37791252,13.04980183,21.46220779
48,image00074.jpg,-0.5594396591,62.43759918,2.9735720160000003
49,image00075.jpg,-30.95658684,9.733698845,-15.13217831
50,image00076.jpg,-12.4754324,-28.27554703,8.680941581999999
51,image00077.jpg,-15.32225418,78.50771332,-26.99128723
52,image00078.jpg,-2.295251131,40.789619450000004,4.711966038
53,image00079.jpg,-17.38721275,-3.139392376,-6.5068931580000005
54,image00080.jpg,9.963449478,2.5447824,-0.3721395135
55,image00081.jpg,4.464754581,17.90686417,-0.6893658042
56,image00082.jpg,-13.22238255,22.09760284,-5.494926453
57,image00083.jpg,-0.1408224553,-0.6044281125000001,-9.690895081
58,image00084.jpg,-25.01092339,9.146439552,-20.06750107
59,image00087.jpg,-3.783646345,8.707626343,-2.155998468
60,image00088.jpg,-91.6385498,79.7982254,-103.3927231
61,image00090.jpg,-10.571455,12.42239189,1.405465961
62,image00091.jpg,195.8686066,-95.54100037,-200.8079071
63,image00092.jpg,-15.11720562,-0.5825761557,-1.459597707
64,image00093.jpg,-7.551234722,0.6501591206,-1.194139004
65,image00095.jpg,-1.810369611,-19.33112144,0.528019309
66,image00097.jpg,-7.115633011,-0.8672561646,12.18546581
67,image00098.jpg,-11.43008327,15.57334137,-2.058632851
68,image00099.jpg,6.325831413,31.794981,-25.37623978
69,image00100.jpg,-18.02282143,-8.761569023,0.9153162241
70,image00101.jpg,-14.37184143,-14.69739151,13.42257118
71,image00102.jpg,-9.584490775999999,0.6656614542,33.51861954
72,image00104.jpg,22.12991333,-18.82225609,-6.2682108880000005
73,image00107.jpg,-11.46343136,56.33678818,-16.59078217
74,image00108.jpg,-4.597876549,82.34794617,-2.8135426040000002
75,image00109.jpg,-17.86496353,-8.617033005,-28.48360062
76,image00112.jpg,11.99520016,-64.97327423,-0.8269497752
77,image00114.jpg,0.6714559197000001,2.521657944,11.33805943
78,image00118.jpg,17.70267487,78.25431824,-0.9191241264000001
79,image00120.jpg,-10.91349602,-64.77774811,42.28850937
80,image00122.jpg,-9.523913383,-24.51562691,4.578860283
81,image00124.jpg,-7.461807251,12.98293018,-7.291056156
82,image00126.jpg,5.810515404,3.808113098,-0.3320708871
83,image00127.jpg,1.5664246080000002,6.235747337,-10.20650387
84,image00131.jpg,28.6966114,-25.13573265,8.899987221
85,image00133.jpg,-11.81454277,28.42904282,-11.46316433
86,image00134.jpg,2.515203953,59.54803085,-2.984385252
87,image00135.jpg,-8.991810799,0.9889041781000001,29.33810234
88,image00136.jpg,3.760890484,22.66965103,3.101159096
89,image00137.jpg,3.1340487,-60.56963348,-5.515236855
90,image00138.jpg,-18.95775223,-60.09745789,0.3109244108
91,image00139.jpg,112.9260483,83.34661102,104.1749725
92,image00140.jpg,-2.395004511,-14.24758434,7.074338436
93,image00143.jpg,0.4473387003,-75.97951508,19.77323914
94,image00144.jpg,2.704156637,-2.6796538830000003,-13.81068134
95,image00148.jpg,-16.43404198,6.659446716,-2.456790447
96,image00150.jpg,-320.1007385,118.9075394,-327.5737915
97,image00151.jpg,-0.44294995070000004,38.14237595,20.64963531
98,image00152.jpg,-7.361519814,13.7484808,-13.30089664
99,image00158.jpg,-26.41984177,-78.64778137,29.12179375
100,image00159.jpg,-2.796777248,3.74811697,-33.42339325
101,image00160.jpg,23.20562172,48.7226944,20.30012894
102,image00161.jpg,-25.05755806,-1.652981043,7.611226559
103,image00164.jpg,8.440031052,57.7823143,-6.925857544
104,image00165.jpg,-9.648112297,-0.046889413149999996,0.7468737364
105,image00167.jpg,-12.13803387,-63.30498123,7.341034889
106,image00168.jpg,-12.68862629,-27.94173431,5.900312424
107,image00170.jpg,-59.66639709,78.31584167,-69.53787994
108,image00174.jpg,-22.75058174,-0.6305485964,3.685145378
109,image00175.jpg,2.192670345,-37.95874405,-9.756150246
110,image00176.jpg,-11.67452812,33.43152618,-7.651556015
111,image00179.jpg,-133.4030609,-80.24835968,-218.9034271
112,image00180.jpg,-4.198554993,-51.82083511,-3.084364891
113,image00181.jpg,12.59231853,79.41764832,19.6729126
114,image00182.jpg,23.42648506,-76.23124695,-12.71492672
115,image00183.jpg,4.30888319,-13.97178745,-9.312450409
116,image00186.jpg,-14.50555611,23.07252693,-7.910811424
117,image00187.jpg,20.81941986,-3.712361336,0.6974529028
118,image00188.jpg,-121.1721573,-74.25086975,124.1087723
119,image00190.jpg,-18.43887901,5.451544285,-17.30720329
120,image00197.jpg,4.239958286,24.74942398,-4.721425056
121,image00198.jpg,-7.785423756,40.92928696,-15.40258884
122,image00199.jpg,-6.601634026,-20.83393669,2.820965767
123,image00202.jpg,1.08155334,-7.6368508340000005,-15.06025791
124,image00203.jpg,-4.435584545,4.139349937,4.8473329540000005
125,image00204.jpg,1.050132394,-19.06139374,-68.0928421
126,image00207.jpg,-3.804579496,15.8587141,-14.4051199
127,image00208.jpg,-4.672996998,16.55627632,4.580942154
128,image00209.jpg,-6.032094479,-2.070965767,34.65479279
129,image00210.jpg,-7.068623066,25.39161491,1.8980491160000001
130,image00211.jpg,-2.268763304,51.62427521,0.6728907228000001
131,image00213.jpg,-19.613763810000002,-4.582178116,13.22310448
132,image00214.jpg,-14.82776165,4.752276421,-16.61783409
133,image00215.jpg,-5.552530289,9.713376999,29.30010605
134,image00216.jpg,-16.50239754,55.58203125,-3.290845156
135,image00217.jpg,-3.44922328,-6.995274067,23.7995224
136,image00218.jpg,-19.61298561,-15.21420288,0.9992849827
137,image00219.jpg,-16.37065125,8.936291695,-23.74569511
138,image00222.jpg,-16.39745522,17.06409454,-15.3421526
139,image00224.jpg,19.59923363,-14.73376942,-1.093247652
140,image00227.jpg,-22.84757423,59.23422241,-10.07966805
141,image00228.jpg,-10.98153973,51.55806732,15.58570099
142,image00229.jpg,6.716240406,16.14225006,31.76031876
143,image00231.jpg,-6.050020218,20.69881248,-6.027699471
144,image00233.jpg,-6.844562531,-15.55268478,-1.863416433
145,image00234.jpg,-14.4781971,2.328226805,-5.416196346
146,image00235.jpg,28.42833519,-60.94331741,-23.05184364
147,image00237.jpg,-12.3002634,9.331504822,-6.346684456
148,image00239.jpg,-15.04219437,-18.86411285,-36.30554962
149,image00246.jpg,-1.053894997,-19.03483582,3.5664665700000002
